-0.886230,0.351929,0.250000,0.154463,-0.145941,0.008522
-0.911987,0.326782,0.262939,-0.009587,-0.078830,0.050067
-0.919556,0.309204,0.274536,-0.121440,-0.030893,0.087352
-0.932373,0.298706,0.283447,-0.184291,-0.012783,0.119310
-0.936523,0.276855,0.289063,-0.214118,-0.010653,0.152333
-0.938354,0.259766,0.283569,-0.188552,-0.019175,0.164051
-0.932007,0.252441,0.280640,-0.127832,-0.034088,0.172573
-0.929077,0.247437,0.279785,-0.052198,-0.052198,0.159790
-0.919556,0.247559,0.274902,0.021305,-0.067112,0.142745
-0.915039,0.251221,0.267944,0.070307,-0.073503,0.101200
-0.913818,0.270874,0.255127,0.099070,-0.069242,0.079895
-0.907593,0.278809,0.246704,0.086286,-0.053263,0.068177
-0.909424,0.282715,0.245483,0.060720,-0.031958,0.054329
-0.915894,0.286377,0.250732,0.036219,-0.014914,0.042611
-0.927246,0.280640,0.252686,0.031958,-0.009587,0.034088
-0.931396,0.274658,0.250244,0.052198,-0.011718,0.015979
-0.931763,0.279175,0.254761,0.068177,-0.012783,-0.006392
-0.927246,0.280396,0.261719,0.076699,-0.017044,-0.028762
-0.916382,0.279541,0.264160,0.090548,-0.018110,-0.035154
-0.909424,0.279541,0.261719,0.127832,-0.025566,-0.049002
-0.902710,0.289429,0.262085,0.138484,-0.025566,-0.076699
-0.895630,0.308838,0.261719,0.123571,-0.005326,-0.067112
-0.897583,0.307617,0.263306,0.102265,0.005326,-0.108657
-0.889160,0.319946,0.264771,0.071373,0.025566,-0.096939
-0.886108,0.317627,0.268066,0.033023,0.049002,-0.105461
-0.886963,0.321533,0.272583,0.003196,0.067112,-0.115049
-0.895264,0.322632,0.274536,-0.014914,0.078830,-0.116114
-0.893799,0.322510,0.274902,-0.029827,0.083091,-0.108657
-0.894165,0.323730,0.274780,-0.047937,0.088417,-0.089482
-0.936890,0.332031,0.278320,-0.100135,0.096939,-0.076699
-0.924316,0.322510,0.275513,-0.112918,0.094809,-0.056459
-0.930664,0.318115,0.271484,-0.108657,0.088417,-0.041545
-0.923340,0.318237,0.266602,-0.102265,0.077764,-0.025566
-0.918335,0.317749,0.263184,-0.108657,0.070307,-0.005326
-0.912354,0.313599,0.255493,-0.118244,0.061785,0.019175
-0.911865,0.308960,0.249512,-0.131028,0.059655,0.035154
-0.914062,0.307373,0.248657,-0.132093,0.053263,0.041545
-0.917114,0.298462,0.247559,-0.125701,0.045806,0.045806
-0.929932,0.296631,0.245605,-0.086286,0.021305,0.047937
-0.927368,0.297729,0.233398,-0.056459,0.007457,0.055394
-0.922974,0.300415,0.233521,-0.040480,-0.005326,0.055394
-0.920654,0.303101,0.235352,-0.035154,-0.015979,0.061785
-0.919556,0.297974,0.232056,-0.024501,-0.026632,0.066046
-0.919434,0.296997,0.227051,-0.005326,-0.036219,0.066046
-0.918335,0.298706,0.224487,0.015979,-0.046872,0.066046
-0.919189,0.297241,0.222534,0.033023,-0.056459,0.061785
-0.917603,0.296753,0.218750,0.050067,-0.064981,0.059655
-0.921387,0.300415,0.219727,0.068177,-0.069242,0.049002
-0.920410,0.302368,0.216553,0.083091,-0.067112,0.042611
-0.916992,0.303223,0.215332,0.086286,-0.062851,0.033023
-0.917847,0.302612,0.217285,0.089482,-0.056459,0.023436
-0.912964,0.303711,0.217163,0.092678,-0.050067,0.014914
-0.910889,0.305298,0.216919,0.090548,-0.040480,0.005326
-0.906128,0.302368,0.218506,0.088417,-0.031958,-0.001065
-0.904053,0.303711,0.222412,0.086286,-0.020240,-0.013848
-0.907837,0.306274,0.225708,0.084156,-0.008522,-0.028762
-0.905884,0.308228,0.230103,0.078830,0.002131,-0.044741
-0.907837,0.307617,0.233154,0.083091,0.010653,-0.059655
-0.908936,0.310425,0.236694,0.086286,0.013848,-0.061785
-0.908813,0.313477,0.239136,0.084156,0.017044,-0.062851
-0.910400,0.314941,0.241821,0.077764,0.020240,-0.059655
-0.910156,0.316040,0.243652,0.069242,0.026632,-0.056459
-0.911743,0.314819,0.250366,0.057524,0.029827,-0.053263
-0.911255,0.311157,0.250732,0.054329,0.027697,-0.044741
-0.913208,0.309692,0.248047,0.052198,0.026632,-0.041545
-0.920532,0.311646,0.253662,0.050067,0.025566,-0.043676
-0.925903,0.310791,0.257324,0.056459,0.020240,-0.044741
-0.918091,0.309204,0.252319,0.072438,0.021305,-0.043676
-0.918823,0.318115,0.258057,0.057524,0.026632,-0.041545
-0.932373,0.325684,0.268311,0.017044,0.033023,-0.038350
-0.940796,0.330444,0.278931,-0.037284,0.039415,-0.027697
-0.967285,0.357300,0.321289,-0.103331,0.037284,-0.005326
-0.999268,0.356934,0.357544,-0.173638,0.017044,0.074569
-1.006348,0.377075,0.362915,-0.282295,-0.015979,0.148072
-1.008789,0.375854,0.370972,-0.467651,-0.037284,0.218379
-0.980591,0.307373,0.402100,-0.605070,-0.072438,0.317449
-0.948120,0.244751,0.424927,-0.680704,-0.162986,0.346211
-0.930786,0.265625,0.415527,-0.811732,-0.200270,0.332363
-0.932007,0.217041,0.429321,-0.880974,-0.234358,0.367516
-0.937378,0.185791,0.472656,-0.820254,-0.290817,0.378169
-0.942505,0.140869,0.492676,-0.558199,-0.398409,0.417584
-0.900391,0.135864,0.434692,-0.154463,-0.491087,0.427171
-0.843018,0.184326,0.373169,0.098004,-0.488957,0.393083
-0.797485,0.215698,0.384644,0.091613,-0.404801,0.367516
-0.773193,0.226440,0.464355,-0.143811,-0.315318,0.354733
-0.748535,0.231201,0.512573,-0.477239,-0.226901,0.368582
-0.727051,0.131226,0.514648,-0.677508,-0.231162,0.416519
-0.716187,0.088989,0.480835,-0.481500,-0.240750,0.422910
-0.727417,0.080078,0.467407,-0.241815,-0.231162,0.388822
-0.734741,0.133057,0.480469,-0.169377,-0.206661,0.331297
-0.743286,0.188965,0.511597,-0.267381,-0.180030,0.276969
-0.747070,0.176270,0.525513,-0.351537,-0.184291,0.300405
-0.728638,0.172119,0.491699,-0.414388,-0.187487,0.300405
-0.727173,0.142090,0.483276,-0.373908,-0.189617,0.320645
-0.723267,0.121826,0.493530,-0.322775,-0.200270,0.321710
-0.729004,0.136841,0.506592,-0.354733,-0.214118,0.304666
-0.751953,0.144531,0.521851,-0.417584,-0.251403,0.311057
-0.751709,0.106812,0.520020,-0.419714,-0.324906,0.349407
-0.725708,0.069458,0.475464,-0.284426,-0.411192,0.402670
-0.681274,0.058960,0.437134,-0.119310,-0.467651,0.426106
-0.675415,0.060913,0.458740,-0.041545,-0.508131,0.425041
-0.693970,0.059448,0.514282,-0.027697,-0.582700,0.428236
-0.700439,0.060059,0.520874,-0.057524,-0.686031,0.453803
-0.702515,-0.006958,0.504517,0.007457,-0.815993,0.432498
-0.652222,-0.050293,0.487305,0.199205,-1.040764,0.312123
-0.600586,0.045898,0.470215,0.139550,-1.139833,0.363255
-0.562988,0.066895,0.468506,-0.020240,-1.220794,0.409062
-0.548706,0.069092,0.512207,-0.278034,-1.287905,0.360060
-0.602295,0.077393,0.641357,-0.595483,-1.384844,0.289752
-0.581787,0.070923,0.623657,-0.778709,-1.411476,0.232228
-0.714111,0.173462,0.575073,-0.993892,-1.542504,0.240750
-0.597168,0.315430,0.589355,-1.757687,-1.438108,0.125701
-0.694458,0.302979,0.652832,-2.702577,-1.424259,-0.344081
-0.720825,0.236816,0.641235,-3.229883,-1.347560,-0.168312
-0.608643,-0.032715,0.440430,-2.394716,-1.311341,0.021305
-0.473145,0.217407,0.152710,-2.208294,-1.263404,0.143811
-0.266968,0.181885,-0.018066,-2.345713,-1.146225,0.463390
-0.009888,0.154663,-0.151611,-2.487394,-0.937433,0.515588
0.176270,-0.074463,-0.309570,-2.594985,-0.577374,0.642355
0.360840,-0.285522,-0.387817,-2.302037,-0.353668,0.907606
0.481201,-0.377441,-0.488403,-1.750230,-0.300405,1.173922
0.493408,-0.381104,-0.344604,-1.879127,-0.119310,1.132377
0.309204,-0.382080,-0.035645,-1.630921,-0.029827,1.125985
0.493286,-0.256226,-0.502197,-0.952347,0.757403,0.526241
0.337158,0.034546,-0.537842,-0.532632,1.574461,-0.012783
0.371094,0.582642,-0.173584,-0.325971,2.463958,0.038350
-0.290771,1.101318,1.236938,-0.513458,2.579006,0.519849
-3.751831,0.988770,3.987549,3.943611,-3.262906,-0.353668
-1.143433,3.513672,3.999512,-0.967261,-6.888003,-0.088417
-2.035522,0.642090,2.151367,-2.789929,-6.324478,2.551309
3.202637,-2.006958,1.865601,-1.332646,-3.738014,1.518003
2.246094,-0.152466,2.206787,0.805340,-1.630921,2.049570
-0.393799,-1.223877,1.358154,5.345499,-1.023720,3.584616
-1.027954,0.822510,0.899414,-0.128897,-0.670052,-0.491087
-2.521606,0.490845,0.681519,0.317449,-0.567786,-1.274057
-2.252930,1.051514,0.545410,0.949151,-0.876713,-0.982174
-0.498413,1.076904,0.241699,0.537959,-0.548611,0.289752
-0.234497,0.037598,0.487305,0.281230,-0.043676,1.742773
-0.245728,-0.748413,0.794067,1.038633,-0.019175,0.874582
-0.121826,-0.595947,1.099731,1.572331,-0.051133,-0.149137
0.035767,-0.068481,1.254395,1.466870,-0.043676,-0.622115
-0.138428,0.218994,1.148193,1.194162,0.072438,-0.479369
-0.325928,0.361206,1.040161,0.986435,-0.031958,0.006392
-0.101807,0.311157,1.140381,0.943825,-0.213053,0.173638
0.232666,0.204956,1.055542,1.133442,-0.313188,0.100135
0.290649,0.361694,0.936279,1.149421,-0.334493,-0.003196
0.290649,0.477783,0.849487,0.913997,-0.260990,0.006392
0.142822,0.473267,0.858398,0.647681,-0.141680,0.061785
0.166870,0.382690,0.910156,0.552872,-0.085221,0.233293
0.191650,0.323486,0.914673,0.321710,0.039415,0.283360
0.135498,0.202271,0.958252,0.196009,0.071373,0.217314
0.104126,0.152954,0.978760,0.175769,0.029827,0.092678
0.070068,0.164429,0.976440,0.583765,-0.100135,-0.041545
0.088745,0.420654,0.942749,0.670052,-0.133158,-0.086286
0.121582,0.499390,0.888428,0.575243,-0.135289,-0.074569
0.173950,0.516235,0.859131,0.382430,-0.091613,-0.023436
0.205933,0.460937,0.836304,0.238619,-0.049002,0.007457
0.168335,0.417480,0.867554,0.190682,-0.006392,0.011718
0.137329,0.392578,0.907104,0.178964,-0.005326,-0.030893
0.159668,0.410645,0.917236,0.231162,-0.039415,-0.059655
0.173584,0.454468,0.904053,0.241815,-0.060720,-0.055394
0.153442,0.483521,0.883423,0.092678,-0.028762,-0.024501
0.052246,0.395996,0.869629,-0.071373,0.013848,-0.022371
0.035645,0.310303,0.882812,-0.108657,0.021305,-0.043676
0.020874,0.292603,0.937134,-0.062851,0.013848,-0.067112
0.001953,0.325073,0.974365,0.036219,-0.013848,-0.099070
0.028320,0.386353,0.973022,0.039415,-0.026632,-0.078830
0.045044,0.389648,0.951416,-0.043676,-0.008522,-0.029827
0.039185,0.346924,0.929687,-0.084156,0.004261,-0.010653
0.024170,0.299927,0.932617,-0.080960,0.007457,0.004261
0.012329,0.280762,0.946045,0.018110,-0.006392,-0.017044
0.031860,0.312866,0.954102,0.086286,-0.027697,-0.027697
0.082520,0.352539,0.945801,0.050067,-0.017044,-0.004261
0.057373,0.342163,0.924805,0.054329,-0.012783,-0.009587
0.020752,0.345459,0.925293,0.075634,-0.014914,-0.013848
0.039795,0.368530,0.930908,0.088417,-0.021305,-0.006392
0.034790,0.379150,0.929199,0.027697,-0.005326,0.007457
0.032837,0.342651,0.935425,0.008522,0.007457,0.011718
0.041260,0.335327,0.935303,0.024501,0.004261,0.000000
0.037109,0.344482,0.934937,0.051133,-0.003196,-0.012783
0.059326,0.358398,0.937134,0.043676,-0.013848,0.002131
0.083862,0.331909,0.925781,0.009587,-0.002131,0.007457
0.045166,0.323242,0.927612,0.025566,-0.007457,-0.012783
0.032349,0.360840,0.928223,0.047937,-0.012783,-0.018110
0.037720,0.372192,0.924927,0.051133,-0.009587,-0.014914
0.047729,0.373047,0.922485,0.038350,0.001065,-0.003196
0.032104,0.355469,0.932983,0.009587,0.010653,-0.003196
0.032349,0.342041,0.944092,0.017044,0.003196,-0.003196
0.020508,0.343872,0.935913,0.046872,-0.014914,-0.017044
0.045044,0.354858,0.930420,0.064981,-0.014914,-0.012783
0.052002,0.364258,0.930420,0.055394,-0.001065,-0.009587
0.051392,0.364868,0.929565,0.036219,-0.003196,-0.003196
0.038208,0.356201,0.927979,0.028762,-0.001065,-0.009587
0.032593,0.355347,0.926758,0.054329,-0.007457,-0.009587
0.061768,0.362915,0.927856,0.052198,-0.002131,-0.003196
0.062134,0.364502,0.927124,0.033023,0.007457,-0.006392
0.040161,0.354126,0.929199,0.027697,0.009587,-0.008522
0.031860,0.361206,0.927856,0.034088,0.001065,-0.007457
0.053223,0.367065,0.922485,0.037284,-0.001065,-0.005326
0.057983,0.358276,0.926636,0.027697,0.003196,-0.006392
0.043823,0.363403,0.930542,0.018110,0.001065,-0.005326
0.045654,0.365234,0.928345,0.012783,0.005326,0.001065
0.049561,0.358643,0.928467,0.020240,0.005326,-0.002131
0.053101,0.363525,0.922119,0.019175,0.006392,-0.006392
0.049316,0.370117,0.923584,0.006392,0.008522,-0.007457
0.040039,0.352173,0.935425,-0.003196,0.004261,-0.007457
0.048584,0.357666,0.933228,0.018110,0.000000,-0.006392
0.046387,0.356689,0.926025,0.030893,0.001065,-0.009587
0.049927,0.371582,0.924805,0.028762,0.004261,-0.009587
0.047119,0.367310,0.924683,0.020240,0.008522,-0.007457
0.046631,0.355225,0.930664,0.006392,0.003196,-0.008522
0.044678,0.363159,0.927246,0.014914,-0.002131,-0.007457
0.040649,0.365234,0.925415,0.017044,0.000000,-0.006392
0.049438,0.366455,0.928711,0.012783,0.004261,-0.005326
0.047607,0.357666,0.927246,0.020240,0.005326,-0.005326
0.045044,0.363159,0.925415,0.020240,0.004261,-0.007457
0.045288,0.363647,0.928223,0.017044,0.002131,-0.004261
0.047485,0.360962,0.928467,0.017044,-0.001065,-0.005326
0.042725,0.357056,0.928223,0.042611,-0.004261,-0.006392
0.046875,0.363892,0.926392,0.051133,-0.003196,-0.006392
0.049316,0.370239,0.924438,0.040480,0.003196,-0.006392
0.052490,0.369507,0.926270,0.040480,0.002131,-0.005326
0.057617,0.367676,0.924805,0.003196,-0.001065,-0.004261
0.047363,0.358521,0.927002,0.015979,0.000000,-0.005326
0.045654,0.366821,0.925537,0.020240,0.002131,-0.005326
0.040649,0.373413,0.924316,0.020240,0.005326,-0.005326
0.037964,0.369751,0.928589,0.022371,0.008522,-0.003196
0.049194,0.367798,0.928223,0.031958,0.006392,-0.001065
0.064941,0.364258,0.926392,0.005326,0.003196,-0.005326
0.044312,0.369385,0.920532,0.013848,0.004261,-0.007457
0.047729,0.370117,0.923096,0.012783,0.006392,-0.005326
0.047974,0.366699,0.926270,0.017044,0.008522,-0.002131
0.053711,0.365723,0.924805,0.013848,0.010653,-0.003196
0.047485,0.364990,0.923950,0.005326,0.006392,-0.004261
0.042969,0.371704,0.924072,-0.007457,0.006392,-0.002131
0.053223,0.366699,0.926392,-0.006392,0.009587,-0.002131
0.052490,0.358887,0.927368,0.000000,0.008522,-0.003196
0.045654,0.361938,0.927734,0.010653,0.003196,-0.006392
0.048828,0.368408,0.925781,0.014914,0.004261,-0.003196
0.050293,0.368042,0.927612,0.003196,0.008522,0.000000
0.042114,0.360229,0.927246,0.007457,0.007457,-0.003196
0.045410,0.368042,0.924316,0.005326,0.005326,-0.004261
0.050537,0.364014,0.926147,-0.001065,0.003196,-0.004261
0.053833,0.367065,0.925415,-0.001065,0.006392,-0.003196
0.045532,0.354614,0.928833,0.004261,0.005326,-0.005326
0.042969,0.363892,0.928223,0.028762,0.004261,-0.004261
0.050781,0.367188,0.925537,0.030893,0.004261,-0.005326
0.052002,0.366333,0.924683,0.029827,0.008522,-0.004261
0.046509,0.367554,0.923340,0.005326,0.004261,-0.005326
0.050171,0.366943,0.927612,0.004261,0.005326,-0.004261
0.044312,0.363525,0.928223,0.000000,0.004261,-0.001065
0.049927,0.359619,0.927368,0.012783,0.002131,-0.003196
0.052490,0.364380,0.925049,0.022371,0.004261,-0.005326
0.046753,0.368774,0.923828,0.017044,0.008522,-0.003196
0.047729,0.367920,0.927368,0.012783,0.009587,-0.004261
0.048584,0.362427,0.927979,0.006392,0.009587,-0.001065
0.043335,0.360596,0.926147,0.015979,0.006392,-0.005326
0.047852,0.369751,0.927246,0.007457,0.006392,-0.002131
0.048218,0.359985,0.930176,0.013848,0.005326,-0.003196
0.050537,0.364502,0.925293,0.019175,0.008522,-0.004261
0.047363,0.364746,0.925293,0.025566,0.005326,-0.005326
0.047485,0.368652,0.926270,0.022371,0.007457,-0.004261
0.041748,0.364136,0.925415,0.019175,0.003196,-0.004261
0.050171,0.364624,0.928223,0.006392,0.003196,-0.004261
0.048828,0.368286,0.924683,0.011718,0.003196,-0.005326
0.048584,0.367554,0.925171,0.009587,0.006392,-0.003196
0.048950,0.362427,0.928467,0.020240,0.008522,-0.003196
0.049683,0.362427,0.928345,0.024501,0.009587,-0.002131
0.046753,0.369019,0.924194,0.018110,0.006392,-0.005326
0.042969,0.364990,0.926147,0.015979,0.003196,-0.003196
0.051758,0.367065,0.928589,0.013848,0.004261,-0.002131
0.047363,0.360962,0.929565,0.015979,0.005326,-0.005326
0.048096,0.365356,0.925537,0.025566,0.004261,-0.004261
0.049316,0.369873,0.922607,0.018110,0.005326,-0.003196
0.049683,0.367310,0.925049,0.015979,0.008522,-0.003196
0.045898,0.364624,0.923950,0.015979,0.005326,-0.006392
0.045166,0.364990,0.930176,0.002131,0.007457,0.000000
0.050903,0.366943,0.928345,0.007457,0.006392,-0.003196
0.050415,0.366089,0.924438,0.009587,0.006392,-0.004261
0.042480,0.364868,0.924194,0.015979,0.006392,-0.002131
0.045776,0.364624,0.928589,0.021305,0.003196,-0.004261
0.050171,0.369141,0.924438,0.020240,0.004261,-0.003196
0.049805,0.367920,0.925171,0.011718,0.006392,-0.003196
0.046753,0.367065,0.927124,0.008522,0.007457,-0.003196
0.046265,0.363892,0.925049,0.015979,0.005326,-0.004261
0.050659,0.363892,0.929932,0.014914,0.004261,-0.005326
0.044312,0.366943,0.925537,0.019175,0.004261,-0.002131
0.049316,0.361084,0.923584,0.020240,0.004261,-0.006392
0.047241,0.374512,0.924316,0.019175,0.004261,-0.005326
0.046997,0.368774,0.928467,0.007457,0.009587,0.000000
0.046265,0.358887,0.928711,0.017044,0.006392,-0.003196
0.047607,0.368286,0.924805,0.022371,0.006392,-0.003196
0.048584,0.370239,0.925293,0.018110,0.006392,-0.003196
0.047974,0.367676,0.925171,0.017044,0.006392,-0.001065
0.048706,0.364136,0.925415,0.020240,0.003196,-0.004261
0.049316,0.367676,0.926147,0.025566,0.002131,-0.005326
0.045776,0.371826,0.924072,0.014914,0.006392,-0.004261
0.046753,0.369751,0.923950,0.010653,0.007457,-0.002131
0.051270,0.365601,0.924683,0.011718,0.006392,-0.003196
0.049683,0.364502,0.926392,0.014914,0.007457,-0.004261
0.044800,0.367432,0.925781,0.020240,0.006392,-0.004261
0.049316,0.369629,0.923706,0.017044,0.003196,-0.005326
0.049194,0.371460,0.925781,0.007457,0.006392,-0.002131
0.045166,0.364746,0.926270,0.008522,0.007457,-0.002131
0.046753,0.367065,0.925293,0.018110,0.003196,-0.003196
0.050171,0.371094,0.923218,0.017044,0.004261,-0.002131
0.047729,0.364746,0.926758,0.017044,0.007457,-0.003196
0.049805,0.368652,0.927856,0.020240,0.006392,-0.003196
0.047974,0.371460,0.923340,0.015979,0.006392,-0.003196
0.045654,0.371826,0.923706,0.010653,0.005326,-0.002131
0.047241,0.365356,0.927124,0.018110,0.005326,-0.002131
0.052490,0.367065,0.927979,0.025566,0.006392,-0.002131
0.049683,0.366699,0.925537,0.024501,0.005326,-0.001065
0.042969,0.368164,0.925293,0.026632,0.005326,-0.001065
0.048340,0.375122,0.922607,0.021305,0.008522,-0.001065
0.050659,0.367920,0.923462,0.020240,0.005326,-0.002131
0.047119,0.370239,0.923218,0.013848,0.004261,-0.003196
0.047729,0.371094,0.921997,0.012783,0.003196,-0.004261
0.049683,0.371826,0.922607,0.004261,0.006392,-0.003196
0.046753,0.369385,0.925781,0.004261,0.007457,-0.003196
0.044067,0.368286,0.924805,0.004261,0.007457,-0.003196
