ax,ay,az,gx,gy,gz
-0.816650,0.003540,0.225342,0.813862,0.004261,-0.096939
-0.826416,0.014893,0.227905,0.774448,0.010653,-0.134223
-0.824097,-0.027710,0.227905,0.755273,0.080960,-0.160855
-0.861572,-0.092896,0.218140,0.855408,0.171508,-0.160855
-0.879883,-0.169922,0.196899,1.032242,0.218379,-0.152333
-0.806763,-0.140259,0.189819,1.234642,0.246076,-0.184291
-0.761353,-0.054565,0.220703,1.188836,0.445281,-0.287622
-0.849121,-0.011719,0.243286,1.041829,0.557134,-0.334493
-0.948486,-0.040771,0.204102,0.937433,0.546481,-0.374973
-1.018188,-0.029785,0.169556,0.909736,0.464455,-0.498544
-1.107056,0.027100,0.152954,0.922519,0.380300,-0.618919
-1.266968,0.030518,0.124268,1.031176,0.294013,-0.686031
-1.441162,0.057495,0.115845,1.226120,0.197074,-0.757403
-1.446655,0.128296,0.089966,1.483914,0.079895,-0.725445
-1.321533,0.165283,0.032104,1.708685,-0.015979,-0.651942
-1.252197,0.206543,0.026001,1.815211,-0.011718,-0.539024
-1.229492,0.285034,0.077637,1.801363,0.169377,-0.430367
-1.180542,0.350586,0.124878,1.620268,0.343015,-0.283360
-1.093262,0.345825,0.198853,1.435977,0.515588,-0.052198
-1.007202,0.315552,0.238892,1.335842,0.575243,0.169377
-0.944702,0.320557,0.233398,1.155812,0.502805,0.334493
-0.931152,0.264404,0.206543,0.911867,0.324906,0.499609
-0.947021,0.209595,0.189575,0.732902,0.105461,0.564590
-0.986694,0.160400,0.163574,0.617854,-0.177899,0.711597
-1.010498,0.067871,0.149780,0.666856,-0.445281,0.851147
-1.060669,0.000610,0.137939,0.935303,-0.773382,1.017328
-1.162231,-0.025513,0.074707,1.140899,-0.913997,1.134507
-1.190186,-0.034180,0.037476,1.362474,-1.005610,1.276187
-1.178833,-0.040649,0.009399,1.544634,-1.013067,1.401889
-1.155151,-0.090576,0.007324,1.700163,-0.935303,1.475392
-1.110718,-0.046631,0.017090,1.796037,-0.802144,1.439173
-1.068726,0.015503,0.027588,1.739578,-0.658334,1.352886
-1.025391,0.023071,0.023071,1.590441,-0.567786,1.204815
-0.977905,0.053345,0.019043,1.390171,-0.519849,1.151551
-0.925171,0.031860,0.019653,1.189901,-0.518784,0.749946
-0.922729,0.070679,0.024780,0.955543,-0.548611,0.567786
-0.871338,0.072388,0.018677,0.846886,-0.573112,0.406931
-0.834229,0.088013,0.007080,0.748881,-0.586961,0.245011
-0.825928,0.100708,-0.002075,0.674313,-0.589091,0.090548
-0.820068,0.106812,-0.004761,0.634898,-0.558199,-0.053263
-0.829346,0.109497,-0.007324,0.613593,-0.499609,-0.203466
-0.855835,0.121338,-0.011963,0.597614,-0.421845,-0.368582
-0.896484,0.124756,-0.014771,0.561395,-0.350472,-0.486826
-0.941650,0.135376,-0.014038,0.539024,-0.289752,-0.659399
-0.993652,0.151123,-0.019897,0.468717,-0.220510,-0.901214
-1.088745,0.207275,-0.031738,0.345146,-0.194943,-1.034372
-1.073242,0.174805,-0.051025,0.368582,-0.166181,-1.086570
-1.041992,0.068359,-0.044312,0.548611,-0.062851,-1.141964
-0.995483,0.080322,-0.031616,0.660464,0.119310,-1.243164
-1.091797,0.192261,-0.014404,0.518784,0.286556,-1.336907
-1.254395,0.268921,-0.039673,0.180030,0.363255,-1.381649
-1.432129,0.268799,-0.081909,-0.172573,0.307862,-1.377388
-1.525635,0.175171,-0.112183,-0.296144,0.162986,-1.326255
-1.491943,0.118042,-0.103882,-0.201335,0.046872,-1.262339
-1.379883,0.063110,0.026367,0.248207,0.144876,-1.137703
-1.072021,0.051392,0.099121,0.837298,0.304666,-0.967261
-0.885620,0.086060,0.112671,1.456217,0.367516,-0.789361
-0.763428,0.121460,0.072388,1.920673,0.313188,-0.658334
-0.755859,0.156372,0.039429,2.123073,0.207727,-0.629572
-0.830200,0.202637,0.034424,2.167814,0.070307,-0.630637
-0.854004,0.282837,0.033081,2.000567,-0.046872,-0.622115
-0.888916,0.373413,0.053467,1.588310,-0.093743,-0.625310
-0.956055,0.400757,0.086914,1.080179,-0.089482,-0.591222
-0.970215,0.340576,0.112793,0.617854,-0.072438,-0.395213
-0.949341,0.203369,0.102295,0.616788,-0.087352,-0.246076
-0.958496,0.140137,0.131348,0.842625,-0.103331,-0.090548
-0.945435,0.101563,0.164795,1.194162,-0.093743,0.069242
-0.929199,0.112061,0.179321,1.516937,-0.039415,0.201335
-0.944214,0.159912,0.182251,1.605354,0.017044,0.290817
-0.942627,0.185425,0.206665,1.472196,0.066046,0.361125
-0.939575,0.143799,0.234619,1.251686,0.110788,0.421845
-0.940796,0.126587,0.237671,1.007741,0.122505,0.411192
-0.941162,0.125366,0.231812,0.764860,0.102265,0.397344
-0.950439,0.092163,0.232178,0.484696,0.046872,0.412258
-0.936768,0.029297,0.243286,0.350472,0.047937,0.395213
-0.932251,-0.013428,0.258667,0.298274,0.074569,0.360060
-0.935425,-0.016846,0.277954,0.295078,0.116114,0.309992
-0.936646,-0.039673,0.288818,0.363255,0.137419,0.290817
-0.935181,-0.031128,0.264404,0.451672,0.094809,0.251403
-0.914795,-0.020264,0.244507,0.523045,0.014914,0.209857
-0.907593,-0.018188,0.242798,0.575243,-0.067112,0.147007
-0.910034,0.028320,0.242554,0.574178,-0.135289,0.064981
-0.896484,0.049316,0.237305,0.513458,-0.180030,0.026632
-0.871582,0.069214,0.226685,0.479369,-0.169377,0.015979
-0.876953,0.121948,0.208618,0.381365,-0.136354,0.004261
-0.908569,0.224731,0.190674,0.177899,-0.068177,-0.007457
-0.957275,0.239380,0.194702,-0.008522,-0.018110,0.041545
-0.960449,0.171265,0.192749,-0.014914,0.010653,0.107592
-0.945068,0.108398,0.181030,0.144876,0.027697,0.143811
-0.949097,0.078491,0.172119,0.377104,0.020240,0.128897
-0.942993,0.111938,0.176514,0.548611,0.034088,0.069242
-0.961060,0.167480,0.181152,0.594418,0.061785,-0.047937
-0.978394,0.203003,0.170532,0.513458,0.107592,-0.102265
-0.960083,0.197510,0.151855,0.453803,0.129962,-0.123571
-0.953491,0.195435,0.114746,0.412258,0.139550,-0.115049
-1.023804,0.182739,0.079712,0.352603,0.155529,-0.100135
-1.182129,0.113281,0.050293,0.343015,0.141680,-0.108657
-1.302002,0.079224,0.016113,0.379234,0.111853,-0.116114
-1.335571,0.067627,-0.017212,0.403735,0.083091,-0.082025
-1.305908,0.043945,-0.043213,0.404801,0.067112,-0.015979
-1.254517,0.049072,-0.057373,0.382430,0.076699,0.036219
-1.213379,0.031738,-0.034668,0.297209,0.192813,0.152333
-1.119019,-0.091797,-0.010864,0.368582,0.259925,0.231162
-0.990479,-0.148315,0.004028,0.602940,0.315318,0.289752
-0.900391,-0.139160,0.032471,0.877778,0.377104,0.248207
-0.906128,-0.059692,0.054687,0.924650,0.405866,0.139550
-1.007568,0.040283,0.057129,0.736098,0.352603,0.042611
-1.156250,0.093262,0.031982,0.419714,0.148072,-0.021305
-1.234253,0.072876,-0.054932,0.142745,-0.229032,0.003196
-1.179810,0.005493,-0.111694,0.001065,-0.604005,0.107592
-1.095215,-0.001831,-0.139404,0.030893,-0.887366,0.188552
-0.979614,-0.051270,-0.114746,0.105461,-0.823450,0.283360
-0.935791,-0.045044,-0.110107,0.191748,-0.657268,0.337689
-0.912476,-0.052368,-0.098389,0.223706,-0.437824,0.394148
-0.891479,-0.062012,-0.067627,0.249272,-0.208792,0.394148
-0.901978,-0.042969,-0.026611,0.258859,-0.019175,0.346211
-0.932739,-0.024780,-0.000610,0.233293,0.068177,0.243946
-0.962891,0.033203,0.001099,0.175769,0.042611,0.121440
-0.968994,0.089966,-0.020142,0.055394,-0.079895,-0.005326
-0.986084,0.130737,-0.043701,-0.091613,-0.256729,-0.061785
-0.948730,0.124023,-0.053955,-0.194943,-0.437824,0.106526
-0.912354,-0.013672,-0.045654,-0.050067,-0.480434,0.095874
-0.910522,-0.030762,-0.032593,0.225836,-0.428236,-0.035154
-0.964722,-0.020508,-0.018066,0.531567,-0.325971,-0.140615
-0.994873,0.022583,-0.014526,0.766991,-0.227967,-0.158724
-0.971802,0.054687,-0.028320,0.892692,-0.186421,-0.133158
-0.952271,0.075073,-0.047974,0.926780,-0.190682,-0.126767
-0.944092,0.079590,-0.046387,0.915063,-0.204531,-0.180030
-0.936401,0.090210,-0.029541,0.906540,-0.186421,-0.225836
-0.923340,0.052490,-0.013672,0.926780,-0.096939,-0.281230
-0.921753,0.059082,0.014282,0.989631,-0.035154,-0.365386
-0.976196,0.059570,0.030151,0.991762,-0.007457,-0.446346
-1.014771,0.071533,0.037598,0.971522,-0.024501,-0.527306
-1.065918,0.083496,0.038940,0.929976,-0.074569,-0.613593
-1.143433,0.104614,0.046997,0.859669,-0.136354,-0.708401
-1.201050,0.113647,0.067261,0.786165,-0.184291,-0.752077
-1.229736,0.114258,0.081421,0.753142,-0.215184,-0.749946
-1.251953,0.097534,0.070068,0.789361,-0.263120,-0.715858
-1.328003,0.068237,0.050781,0.919324,-0.328102,-0.728641
-1.434814,0.099731,0.061401,1.130246,-0.378169,-0.856473
-1.459595,0.204590,0.140503,1.227185,-0.313188,-0.841559
-1.287964,0.225464,0.181274,1.339038,-0.196009,-0.694553
-1.098755,0.267700,0.232544,1.249556,-0.021305,-0.532632
-0.954224,0.241089,0.314209,0.976848,0.156594,-0.317449
-0.863525,0.140625,0.369141,0.768056,0.250337,-0.071373
-0.837524,0.009033,0.335938,0.711597,0.170442,0.128897
-0.850464,-0.096558,0.274414,0.867126,-0.012783,0.299339
-0.930786,-0.140259,0.200806,1.128116,-0.322775,0.437824
-1.007935,-0.152100,0.127808,1.353952,-0.939564,0.664725
-1.014893,-0.076782,0.078613,1.459413,-1.340103,0.748881
-1.038696,-0.036133,0.092285,1.386975,-1.617072,0.822384
-0.988892,-0.019043,0.084229,1.376322,-1.616007,0.858603
-0.884155,-0.035278,0.077026,1.396562,-1.375257,0.864995
-0.811646,-0.051880,0.080444,1.427455,-1.007741,0.847951
-0.779663,-0.024048,0.089722,1.361408,-0.615723,0.780839
-0.753784,0.031250,0.084717,1.157943,-0.289752,0.633833
-0.731201,0.073486,0.084595,0.798949,-0.054329,0.476173
-0.724121,0.076904,0.101074,0.379234,0.095874,0.324906
-0.730957,0.063477,0.112427,-0.058590,0.201335,0.095874
-0.722168,0.007080,0.043945,-0.148072,0.190682,-0.027697
-0.700439,0.026978,0.007813,-0.169377,0.216249,-0.178964
-0.721924,0.078735,0.031738,-0.233293,0.367516,-0.308927
-0.746582,0.119873,0.102783,-0.414388,0.660464,-0.344081
-0.793335,0.078735,0.116089,-0.516653,0.934237,-0.302535
-0.839478,0.039063,0.123535,-0.518784,1.098288,-0.279099
-0.884277,-0.007324,0.128418,-0.382430,1.122789,-0.304666
-0.894775,-0.043213,0.134277,-0.161920,1.071656,-0.349407
-0.896240,-0.066528,0.152466,0.093743,1.064200,-0.486826
-0.948364,0.024658,0.198364,0.338754,1.111071,-0.602940
-0.995117,0.080322,0.225952,0.367516,1.190966,-0.695618
-1.029297,0.125854,0.241699,0.298274,1.260208,-0.756338
-1.075195,0.159790,0.251343,0.177899,1.277253,-0.813862
-1.090576,0.182861,0.258057,0.057524,1.237838,-0.837298
-1.088135,0.180176,0.263428,0.014914,1.171791,-0.784035
-1.101929,0.157227,0.255615,0.068177,1.067395,-0.715858
-1.108032,0.135376,0.238037,0.214118,0.933172,-0.646616
-1.179321,0.082153,0.194580,0.490022,0.772317,-0.552872
-1.336670,0.027222,0.146118,1.029046,0.435693,-0.422910
-1.475220,0.078857,0.174316,1.367800,0.196009,-0.292948
-1.447144,0.173218,0.225708,1.772601,-0.125701,-0.229032
-1.349854,0.336182,0.216187,1.719337,-0.416519,-0.209857
-1.210693,0.287842,0.192139,1.161139,-0.654073,-0.075634
-1.034546,0.157593,0.222168,0.635963,-0.763795,0.145941
-0.924194,0.122925,0.286987,0.372843,-0.698814,0.346211
-0.990967,0.063843,0.332886,0.421845,-0.583765,0.480434
-1.067139,-0.047241,0.310425,0.770186,-0.576308,0.604005
-1.079346,-0.090210,0.241577,1.141964,-0.781904,0.811732
-1.089111,-0.130981,0.146851,1.604289,-0.945955,0.909736
-1.094604,-0.080566,0.083740,1.787514,-1.071656,1.027981
-1.094116,-0.015259,0.034058,1.786449,-1.131311,1.133442
-1.175415,0.011230,0.020020,1.636247,-1.118528,1.152617
-1.254761,0.005615,-0.008667,1.574461,-1.124920,1.199488
-1.223511,0.030151,-0.047852,1.529720,-1.124920,1.259143
-1.152588,0.039429,-0.081665,1.475392,-1.099353,1.274057
-1.092407,0.050415,-0.102539,1.405084,-1.054612,1.235707
-1.078613,0.049072,-0.101196,1.276187,-0.981109,1.170726
-1.076172,0.042480,-0.034912,1.030111,-0.784035,1.040764
-1.055542,0.034790,-0.007568,0.884170,-0.629572,0.898018
-1.014404,0.041382,0.002563,0.765925,-0.512392,0.729706
-0.958374,0.047119,-0.002563,0.672182,-0.469782,0.583765
-0.909790,0.041016,0.000000,0.600809,-0.477239,0.476173
-0.864990,0.041870,0.009644,0.542220,-0.487891,0.395213
-0.830566,0.042114,0.017822,0.502805,-0.485761,0.317449
-0.810059,0.043335,0.022827,0.479369,-0.460194,0.239685
-0.791504,0.037476,0.024048,0.449542,-0.418649,0.141680
-0.793579,0.033569,0.018555,0.407996,-0.346211,-0.019175
-0.835449,0.013550,0.012207,0.340885,-0.296144,-0.144876
-0.869385,-0.018555,0.014526,0.372843,-0.236489,-0.335558
-0.922729,-0.025391,0.017822,0.513458,-0.178964,-0.579504
-0.994507,-0.031372,0.036865,0.924650,-0.126767,-0.796818
-1.042603,-0.013428,0.047974,1.647965,-0.057524,-0.923585
-1.101685,0.077881,0.034546,2.474610,0.004261,-0.945955
-1.145630,0.196045,0.007935,3.201121,0.001065,-0.887366
-1.172852,0.312622,-0.030396,3.692208,-0.059655,-0.826646
-1.232422,0.396851,-0.082275,3.865846,-0.173638,-0.780839
-1.332642,0.447632,-0.101440,3.597399,-0.423975,-0.810667
-1.375977,0.521118,-0.088989,3.131879,-0.595483,-0.886300
-1.324219,0.564941,-0.062500,2.491655,-0.757403,-0.994957
-1.192505,0.562134,-0.021240,1.843974,-0.863930,-1.075917
-1.015625,0.516846,0.017700,1.280448,-0.887366,-1.097223
-0.861084,0.449951,0.041016,0.869256,-0.866060,-1.063134
-0.743286,0.360962,0.052490,0.690292,-0.818123,-1.005610
-0.672852,0.297119,0.047363,0.679639,-0.769121,-0.965130
-0.660034,0.266602,0.038940,0.698814,-0.725445,-0.960869
-0.695435,0.269531,0.055786,0.588026,-0.627441,-0.998153
-0.832520,0.290405,0.099121,0.409062,-0.541155,-1.012002
-0.952393,0.261230,0.087280,0.247141,-0.501740,-1.035437
-1.035645,0.241699,0.081543,0.115049,-0.496413,-1.080179
-1.072510,0.246338,0.124634,0.003196,-0.439954,-1.090831
-1.100586,0.245972,0.163208,-0.039415,-0.343015,-1.009871
-1.109131,0.233398,0.214966,-0.040480,-0.210922,-0.835168
-1.093872,0.175659,0.248779,0.098004,-0.098004,-0.559264
-1.024658,0.114380,0.265015,0.340885,-0.022371,-0.256729
-0.933716,0.089355,0.281616,0.613593,0.037284,0.071373
-0.881958,0.070801,0.298340,0.923585,0.066046,0.477239
-0.845703,0.038574,0.300049,0.989631,0.040480,0.600809
-0.838745,0.020386,0.298462,1.031176,-0.017044,0.771252
-0.816040,-0.012939,0.284912,1.092962,-0.091613,0.876713
-0.777222,-0.008301,0.259399,1.108941,-0.128897,0.841559
-0.760620,-0.022339,0.248535,1.039698,-0.202400,0.740359
-0.760620,-0.024048,0.265747,1.134507,-0.280165,0.622115
-0.763062,0.013672,0.293701,1.209076,-0.274838,0.482565
-0.762695,0.036133,0.310425,1.202684,-0.161920,0.330232
-0.792114,0.044434,0.302856,1.068461,0.061785,0.090548
-0.837769,0.045776,0.325073,0.910801,0.199205,-0.093743
-0.865112,0.063843,0.336304,0.769121,0.321710,-0.272708
-0.879272,0.081543,0.324463,0.642355,0.392017,-0.423975
-0.888550,0.095337,0.298584,0.527306,0.401605,-0.547546
-0.916382,0.101685,0.267578,0.430367,0.364321,-0.637028
-0.967651,0.099731,0.231079,0.383495,0.300405,-0.677508
-1.043823,0.101929,0.200928,0.378169,0.225836,-0.682835
-1.143799,0.119263,0.170288,0.353668,0.171508,-0.661529
-1.287964,0.168457,0.169434,0.177899,0.151268,-0.662595
-1.434692,0.250000,0.234741,-0.167247,0.026632,-0.641289
-1.523926,0.331665,0.217407,-0.396279,-0.077764,-0.495348
-1.412720,0.267578,0.193115,-0.511327,-0.147007,-0.180030
-1.217041,0.137451,0.222046,-0.372843,-0.135289,0.165116
-1.021484,0.034668,0.270752,0.043676,-0.045806,0.441020
-0.901367,0.012939,0.278442,0.556068,0.026632,0.593353
-0.850830,0.049683,0.251709,0.971522,0.013848,0.678574
-0.850220,0.096924,0.225952,1.170726,-0.071373,0.715858
-0.866333,0.138184,0.201904,1.165400,-0.200270,0.720119
-0.882935,0.162598,0.163574,0.899084,-0.410127,0.665791
-0.930908,0.159546,0.086060,0.641289,-0.543285,0.594418
-0.972534,0.132690,0.046631,0.393083,-0.648746,0.480434
-1.003662,0.103638,0.021606,0.227967,-0.695618,0.340885
-1.028687,0.079102,0.003418,0.183226,-0.676443,0.194943
-1.055420,0.068970,-0.012329,0.258859,-0.608266,0.080960
-1.068726,0.057495,-0.021973,0.427171,-0.518784,0.018110
-1.063721,0.044067,-0.021606,0.664725,-0.421845,0.006392
-1.040161,0.039795,-0.014160,0.948086,-0.320645,0.039415
-1.005859,0.050903,-0.006104,1.211206,-0.225836,0.095874
-0.965698,0.082764,-0.010498,1.422129,-0.133158,0.181095
-0.911133,0.136963,-0.022217,1.405084,-0.109722,0.224771
-0.890259,0.186768,-0.015747,1.204815,-0.127832,0.238619
-0.889160,0.217041,0.007446,0.895888,-0.157659,0.240750
-0.880249,0.205566,0.032104,0.536893,-0.169377,0.209857
-0.862061,0.202026,0.038818,0.194943,-0.129962,0.124636
-0.878418,0.171509,0.035767,-0.101200,-0.041545,0.125701
-0.901123,0.108643,0.039551,-0.296144,0.067112,0.117179
-0.918091,0.045532,0.057373,-0.366451,0.182160,-0.023436
-0.932373,0.010010,0.075684,-0.269512,0.369647,-0.383495
-0.969849,-0.006348,0.089233,-0.149137,0.479369,-0.661529
-1.011108,0.021362,0.098022,-0.061785,0.556068,-0.939564
-1.053345,0.056396,0.108154,-0.034088,0.599744,-1.203749
-1.133057,0.082886,0.107788,-0.063916,0.618919,-1.462609
-1.301270,0.125488,0.131104,-0.191748,0.639159,-1.729990
-1.467041,0.194702,0.169922,-0.338754,0.630637,-1.857822
-1.461060,0.262573,0.186157,-0.455933,0.601875,-1.760883
-1.373047,0.291748,0.208618,-0.573112,0.615723,-1.556352
-1.325195,0.301270,0.256104,-0.630637,0.649812,-1.087635
-1.263428,0.253296,0.333130,-0.479369,0.615723,-0.705205
-1.057495,0.102417,0.339233,-0.169377,0.445281,-0.382430
-0.875854,0.072021,0.296387,0.127832,0.191748,-0.104396
-0.754150,0.042358,0.221069,0.264186,-0.015979,0.079895
-0.732788,0.030151,0.159424,0.470847,-0.167247,0.155529
-0.771240,0.050781,0.106445,0.722250,-0.319579,0.243946
-0.788086,0.042358,0.083008,0.998153,-0.481500,0.412258
-0.792358,0.011719,0.074585,1.359278,-0.610397,0.555003
-0.803223,0.012085,0.072388,1.740643,-0.677508,0.588026
-0.817993,0.078735,0.071411,2.029330,-0.650877,0.464455
-0.858154,0.187378,0.070190,1.925999,-0.570982,0.344081
-0.865845,0.221191,0.085693,1.654356,-0.456999,0.239685
-0.849121,0.234253,0.112549,1.292166,-0.298274,0.170442
-0.840698,0.221069,0.197632,0.894822,-0.066046,0.161920
-0.860962,0.171265,0.230835,0.600809,0.140615,0.201335
-0.862671,0.172729,0.232056,0.209857,0.272708,0.234358
-0.872559,0.155762,0.266602,-0.279099,0.353668,0.292948
-0.873047,0.089111,0.265015,-0.451672,0.388822,0.364321
-0.884399,0.052612,0.261719,-0.498544,0.420780,0.328102
-0.928955,0.039795,0.288452,-0.474043,0.406931,0.490022
-0.934937,-0.060791,0.285889,-0.439954,0.305731,0.356864
-0.926880,-0.031860,0.270020,-0.414388,0.193878,0.250337
-0.899780,-0.022095,0.246948,-0.387756,0.121440,0.270577
-0.869263,-0.040527,0.229736,-0.272708,0.092678,0.241815
-0.895142,-0.056030,0.218262,-0.055394,0.123571,0.139550
-0.983765,-0.022339,0.224487,0.139550,0.162986,-0.031958
-1.023315,0.021606,0.209351,0.213053,0.165116,-0.178964
-1.030640,0.078003,0.179199,0.231162,0.176834,-0.292948
-1.080078,0.120361,0.141846,0.171508,0.138484,-0.409062
-1.243530,0.138062,0.071777,0.121440,0.054329,-0.432498
-1.397217,0.117188,0.044312,0.105461,-0.050067,-0.418649
-1.494751,0.114136,0.061035,0.119310,-0.121440,-0.314253
-1.490112,0.134521,0.099854,0.169377,-0.115049,-0.143811
-1.407715,0.161499,0.110596,0.224771,-0.075634,0.043676
-1.322144,0.179077,0.102905,0.253533,-0.035154,0.241815
-1.205566,0.185913,0.109497,0.210922,-0.015979,0.483630
-1.051880,0.175171,0.129639,0.072438,-0.003196,0.741424
-0.970215,0.132324,0.150635,-0.025566,-0.030893,1.043960
-0.987671,0.038452,0.156372,-0.058590,-0.180030,1.116398
-1.080444,0.017700,0.130859,-0.013848,-0.394148,1.132377
-1.121826,0.009155,0.087280,0.071373,-0.678574,1.133442
-1.170776,-0.009155,0.051392,0.155529,-0.970456,1.133442
-1.189087,-0.044922,0.021240,0.263120,-1.239968,1.136638
-1.139771,-0.062744,-0.018799,0.354733,-1.429585,1.107875
-1.100952,-0.051880,-0.057739,0.416519,-1.540373,1.042894
-1.090454,-0.059326,-0.073853,0.523045,-1.603224,0.973652
-1.050659,-0.058960,-0.080933,0.719054,-1.578723,0.878844
-1.013428,-0.075317,-0.079468,1.104680,-1.356082,0.699879
-0.947754,-0.072876,-0.069458,1.385910,-1.122789,0.542220
-0.910522,-0.040894,-0.056152,1.580853,-0.854342,0.385626
-0.877808,-0.008789,-0.036255,1.647965,-0.582700,0.241815
-0.858887,0.019043,-0.019287,1.591506,-0.357929,0.085221
-0.860718,0.058350,-0.006958,1.410411,-0.209857,-0.102265
-0.868286,0.104858,0.012573,1.107875,-0.135289,-0.308927
-0.862915,0.133911,0.033203,0.786165,-0.111853,-0.483630
-0.845947,0.136719,0.036743,0.501740,-0.119310,-0.612527
-0.838257,0.108887,0.029785,0.318514,-0.144876,-0.754208
-0.843140,0.050781,0.024780,0.366451,-0.181095,-0.852212
-0.867554,0.023315,0.018311,0.613593,-0.184291,-0.957673
-0.908081,0.007324,0.003662,1.016263,-0.167247,-1.110006
-0.969727,0.071167,0.008301,1.340103,-0.113983,-1.313472
-1.017090,0.194946,0.055420,1.365670,-0.056459,-1.396562
-1.037476,0.252075,0.070801,1.479653,-0.059655,-1.300688
-1.094482,0.128662,0.037109,2.357431,-0.201335,-1.048221
